"envelope_ID","date","site_name","species","project_2025","project","age_class","burn_year_original","calluna_NiN_type","plant_nr","leaf_nr","leaf_age","sample","collection_time","paired_with","calluna_shoot_type","bulk_nr_leaves","wet_mass","leaf_thickness_1","leaf_thickness_2","leaf_thickness_3","stem_diameter_base","stem_diameter_mid","stem_diameter_tip","scanned","dry_mass","remark","calluna_NIN_type","unique_plantID","latitude_N","longitude_E","source_file","bulk_nr_leaf_area","leaf_area_sum","colltime","height_cm","bulk_nr_wet_mass","bulk_nr_thickness","bulk_nr_dry_mass","leaf_area","SLA","LDMC"
"AJA8349",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","7",1,"young","Bulk",10:58:00,"Hyd Trait",NA,5,0.00502,0.508,0.352,0.467,NA,NA,NA,"yes",0.00202,NA,"BH","Pioneer_BH_7",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.57,10:58:00,21,5,5,5,0.114,56.4356435643564,0.402390438247012
"AIZ7271",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","7",2,"young","Bulk",10:58:00,"Hyd Trait",NA,5,0.0049,0.43,0.32,0.407,NA,NA,NA,"yes",0.0018,NA,"BH","Pioneer_BH_7",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.58,10:58:00,21,5,5,5,0.116,64.4444444444444,0.36734693877551
"AIY1169",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","7",3,"young","Bulk",10:58:00,"Hyd Trait",NA,5,0.00418,0.335,0.378,0.375,NA,NA,NA,"yes",0.00165,NA,"BH","Pioneer_BH_7",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.49,10:58:00,21,5,5,5,0.098,59.3939393939394,0.394736842105263
"AIX0617",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","7",4,"young","Bulk",10:58:00,"Hyd Trait",NA,5,0.00441,0.383,0.374,0.297,NA,NA,NA,"yes",0.00177,NA,"BH","Pioneer_BH_7",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.56,10:58:00,21,5,5,5,0.112,63.2768361581921,0.401360544217687
"AIW5218",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","BH","7",5,"young","Bulk",10:58:00,"Hyd Trait",NA,5,0.005,0.299,0.407,0.343,NA,NA,NA,"yes",0.00206,NA,"BH","Pioneer_BH_7",60.696761,5.096236,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.64,10:58:00,21,5,5,5,0.128,62.1359223300971,0.412
"AKZ2794",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","1",1,"young","Bulk",12:49:00,"Hyd Trait",NA,5,0.00382,0.432,0.42,0.373,2.76,NA,NA,"yes",0.00152,NA,"FH","Pioneer_FH_1",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.41,12:49:00,18,5,5,5,0.082,53.9473684210526,0.397905759162304
"ALA2747",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","1",2,"young","Bulk",12:49:00,"Hyd Trait",NA,5,0.00395,0.426,0.417,0.387,2.76,NA,NA,"yes",0.00171,NA,"FH","Pioneer_FH_1",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.44,12:49:00,18,5,5,5,0.088,51.4619883040936,0.432911392405063
"ALB9866",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","1",3,"young","Bulk",12:49:00,"Hyd Trait",NA,5,0.00352,0.333,0.319,0.32,2.76,NA,NA,"yes",0.0015,NA,"FH","Pioneer_FH_1",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.41,12:49:00,18,5,5,5,0.082,54.6666666666667,0.426136363636364
"ALC6472",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","1",4,"young","Bulk",12:49:00,"Hyd Trait",NA,5,0.00429,0.369,0.424,0.364,2.76,NA,NA,"yes",0.0018,NA,"FH","Pioneer_FH_1",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.48,12:49:00,18,5,5,5,0.096,53.3333333333333,0.41958041958042
"ALD4933",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","1",5,"young","Bulk",12:49:00,"Hyd Trait",NA,5,0.00429,0.422,0.394,0.371,2.76,NA,NA,"yes",0.00163,NA,"FH","Pioneer_FH_1",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.49,12:49:00,18,5,5,5,0.098,60.1226993865031,0.37995337995338
"AKT7102",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","2",1,"young","Bulk",12:52:00,"Hyd Trait",NA,5,0.00401,0.242,0.251,0.25,3.72,NA,NA,"yes",0.00153,"small leaves","FH","Pioneer_FH_2",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.77,12:52:00,11,5,5,5,0.154,100.653594771242,0.381546134663342
"AKS4287",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","2",2,"young","Bulk",12:52:00,"Hyd Trait",NA,5,0.00355,0.25,0.287,0.237,3.72,NA,NA,"yes",0.00131,"small leaves","FH","Pioneer_FH_2",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.73,12:52:00,11,5,5,5,0.146,111.450381679389,0.369014084507042
"AKP4343",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","2",3,"young","Bulk",12:52:00,"Hyd Trait",NA,5,0.00169,0.212,0.213,0.328,3.72,NA,NA,"yes",0.00062,"small leaves; check picture taken on 18/12/2025 17:44 for details (eirik's phone)","FH","Pioneer_FH_2",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.33,12:52:00,11,5,5,5,0.066,106.451612903226,0.366863905325444
"AKQ2584",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","2",4,"young","Bulk",12:52:00,"Hyd Trait",NA,5,0.00274,0.226,0.221,0.198,3.72,NA,NA,"yes",0.00073,"small leaves; 4 leaves at scanning; 4 leaves at data entry","FH","Pioneer_FH_2",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.4,12:52:00,11,5,5,5,0.08,109.58904109589,0.266423357664234
"AKR6457",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","2",5,"young","Bulk",12:52:00,"Hyd Trait",NA,5,0.00339,0.339,0.293,0.242,3.72,NA,NA,"yes",0.00128,"small leaves","FH","Pioneer_FH_2",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.63,12:52:00,11,5,5,5,0.126,98.4375,0.377581120943953
"AMS0757",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","3",1,"young","Bulk",12:54:00,"Hyd Trait",NA,5,0.00314,0.277,0.296,0.237,1.99,NA,NA,"yes",0.00125,NA,"FH","Pioneer_FH_3",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.6,12:54:00,13,5,5,5,0.12,96,0.398089171974522
"AMT8137",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","3",2,"young","Bulk",12:54:00,"Hyd Trait",NA,5,0.00336,0.284,0.201,0.263,1.99,NA,NA,"yes",0.0014,NA,"FH","Pioneer_FH_3",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.67,12:54:00,13,5,5,5,0.134,95.7142857142857,0.416666666666667
"AMU9701",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","3",3,"young","Bulk",12:54:00,"Hyd Trait",NA,5,0.00346,0.291,0.228,0.292,1.99,NA,NA,"yes",0.00128,NA,"FH","Pioneer_FH_3",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.55,12:54:00,13,5,5,5,0.11,85.9375,0.369942196531792
"AMV5254",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","3",4,"young","Bulk",12:54:00,"Hyd Trait",NA,5,0.0019,0.213,0.177,0.186,1.99,NA,NA,"yes",0.00071,NA,"FH","Pioneer_FH_3",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.4,12:54:00,13,5,5,5,0.08,112.676056338028,0.373684210526316
"AMW7024",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","3",5,"young","Bulk",12:54:00,"Hyd Trait",NA,5,0.00347,0.247,0.248,0.27,1.99,NA,NA,"yes",0.0013,NA,"FH","Pioneer_FH_3",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.58,12:54:00,13,5,5,5,0.116,89.2307692307692,0.37463976945245
"AMI0530",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","4",1,"young","Bulk",12:57:00,"Hyd Trait",NA,5,0.00333,0.42,0.402,0.224,NA,NA,NA,"yes",0.00141,NA,"FH","Pioneer_FH_4",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.62,12:57:00,15,5,5,5,0.124,87.9432624113475,0.423423423423423
"AMJ6008",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","4",2,"young","Bulk",12:57:00,"Hyd Trait",NA,5,0.00549,0.343,0.545,0.391,NA,NA,NA,"yes",0.00222,NA,"FH","Pioneer_FH_4",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.77,12:57:00,15,5,5,5,0.154,69.3693693693694,0.404371584699454
"AMK6767",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","4",3,"young","Bulk",12:57:00,"Hyd Trait",NA,5,0.00437,0.352,0.387,0.366,NA,NA,NA,"yes",0.00164,NA,"FH","Pioneer_FH_4",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.67,12:57:00,15,5,5,5,0.134,81.7073170731707,0.375286041189931
"AML9094",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","4",4,"young","Bulk",12:57:00,"Hyd Trait",NA,5,0.00486,0.462,0.37,0.361,NA,NA,NA,"yes",0.00206,NA,"FH","Pioneer_FH_4",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.72,12:57:00,15,5,5,5,0.144,69.9029126213592,0.423868312757202
"AMM7954",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","4",5,"young","Bulk",12:57:00,"Hyd Trait",NA,5,0.00551,0.408,0.359,0.424,NA,NA,NA,"yes",0.00231,NA,"FH","Pioneer_FH_4",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.78,12:57:00,15,5,5,5,0.156,67.5324675324675,0.419237749546279
"AMN5186",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","5",1,"young","Bulk",13:00:00,"Hyd Trait",NA,5,0.00486,0.389,0.347,0.378,NA,NA,NA,"yes",0.00192,NA,"FH","Pioneer_FH_5",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.64,13:00:00,16,5,5,5,0.128,66.6666666666667,0.395061728395062
"AMO7965",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","5",2,"young","Bulk",13:00:00,"Hyd Trait",NA,5,0.00559,0.546,0.42,0.296,NA,NA,NA,"yes",0.00224,NA,"FH","Pioneer_FH_5",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.65,13:00:00,16,5,5,5,0.13,58.0357142857143,0.400715563506261
"AMP6104",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","5",3,"young","Bulk",13:00:00,"Hyd Trait",NA,5,0.00517,0.452,0.402,0.36,NA,NA,NA,"yes",0.002,"6 decimal places at dry mass; dry mass error, updated","FH","Pioneer_FH_5",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.58,13:00:00,16,5,5,5,0.116,58,0.386847195357834
"AMQ3305",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","5",4,"young","Bulk",13:00:00,"Hyd Trait",NA,5,0.00443,0.363,0.38,0.352,NA,NA,NA,"yes",0.00166,NA,"FH","Pioneer_FH_5",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.61,13:00:00,16,5,5,5,0.122,73.4939759036145,0.374717832957111
"AMR2415",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","5",5,"young","Bulk",13:00:00,"Hyd Trait",NA,5,0.0038,0.299,0.378,0.304,NA,NA,NA,"yes",0.0014,NA,"FH","Pioneer_FH_5",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.55,13:00:00,16,5,5,5,0.11,78.5714285714286,0.368421052631579
"AMX0988",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","6",1,"young","Bulk",13:03:00,"Hyd Trait",NA,5,0.00576,0.272,0.379,0.38,NA,NA,NA,"yes",0.00221,NA,"FH","Pioneer_FH_6",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.84,13:03:00,17,5,5,5,0.168,76.0180995475113,0.383680555555556
"AMY0728",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","6",2,"young","Bulk",13:03:00,"Hyd Trait",NA,5,0.0059,0.34,0.36,0.378,NA,NA,NA,"yes",0.00216,NA,"FH","Pioneer_FH_6",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.8,13:03:00,17,5,5,5,0.16,74.0740740740741,0.366101694915254
"AMZ6959",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","6",3,"young","Bulk",13:03:00,"Hyd Trait",NA,5,0.00659,0.308,0.379,0.43,NA,NA,NA,"yes",0.00245,NA,"FH","Pioneer_FH_6",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.95,13:03:00,17,5,5,5,0.19,77.5510204081633,0.371775417298938
"ANA3855",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","6",4,"young","Bulk",13:03:00,"Hyd Trait",NA,5,0.00542,0.358,0.297,0.286,NA,NA,NA,"yes",0.00226,NA,"FH","Pioneer_FH_6",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.92,13:03:00,17,5,5,5,0.184,81.4159292035398,0.416974169741697
"ANB3937",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","6",5,"young","Bulk",13:03:00,"Hyd Trait",NA,5,0.00613,0.351,0.379,0.557,NA,NA,NA,"yes",0.00234,NA,"FH","Pioneer_FH_6",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.88,13:03:00,17,5,5,5,0.176,75.2136752136752,0.381729200652529
"ANC4732",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","7",1,"young","Bulk",13:05:00,"Hyd Trait",NA,4,0.005,0.398,0.394,0.281,NA,NA,NA,"yes",0.00201,"4 leaves at scanning","FH","Pioneer_FH_7",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",4,0.61,13:05:00,14,4,4,4,0.152,75.6218905472637,0.402
"AND3521",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","7",2,"young","Bulk",13:05:00,"Hyd Trait",NA,5,0.00514,0.394,0.467,0.331,NA,NA,NA,"yes",0.00186,NA,"FH","Pioneer_FH_7",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.8,13:05:00,14,5,5,5,0.16,86.0215053763441,0.361867704280156
"ANE4527",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","7",3,"young","Bulk",13:05:00,"Hyd Trait",NA,5,0.00531,0.484,0.46,0.435,NA,NA,NA,"yes",0.00205,NA,"FH","Pioneer_FH_7",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.77,13:05:00,14,5,5,5,0.154,75.1219512195122,0.386064030131827
"ANF4169",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","7",4,"young","Bulk",13:05:00,"Hyd Trait",NA,5,0.0048,0.344,0.441,0.374,NA,NA,NA,"yes",0.00184,NA,"FH","Pioneer_FH_7",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.72,13:05:00,14,5,5,5,0.144,78.2608695652174,0.383333333333333
"ANG9914",2025-12-18,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","FH","7",5,"young","Bulk",13:05:00,"Hyd Trait",NA,5,0.00493,0.39,0.372,0.327,NA,NA,NA,"yes",0.00173,NA,"FH","Pioneer_FH_7",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.75,13:05:00,14,5,5,5,0.15,86.7052023121387,0.350912778904665
"AIL1475",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","1",1,"young","Bulk",11:18:00,"Hyd Trait",NA,5,0.0041,0.321,0.363,0.322,2.73,NA,NA,"yes",0.00121,NA,"TH","Pioneer_TH_1",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.45,11:18:00,20,5,5,5,0.09,74.3801652892562,0.295121951219512
"AIK5442",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","1",2,"young","Bulk",11:18:00,"Hyd Trait",NA,5,0.0042,0.431,0.444,0.524,2.73,NA,NA,"yes",0.00144,NA,"TH","Pioneer_TH_1",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.48,11:18:00,20,5,5,5,0.096,66.6666666666667,0.342857142857143
"AIJ3528",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","1",3,"young","Bulk",11:18:00,"Hyd Trait",NA,5,0.00378,0.449,0.361,0.301,2.73,NA,NA,"yes",0.00131,NA,"TH","Pioneer_TH_1",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.41,11:18:00,20,5,5,5,0.082,62.5954198473283,0.346560846560847
"AII0966",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","1",4,"young","Bulk",11:18:00,"Hyd Trait",NA,5,0.00315,0.356,0.358,0.253,2.73,NA,NA,"yes",0.00119,NA,"TH","Pioneer_TH_1",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.35,11:18:00,20,5,5,5,0.07,58.8235294117647,0.377777777777778
"AIH5988",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","1",5,"young","Bulk",11:18:00,"Hyd Trait",NA,5,0.00285,0.328,0.415,0.5,2.73,NA,NA,"yes",0.00121,NA,"TH","Pioneer_TH_1",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.4,11:18:00,20,5,5,5,0.08,66.1157024793389,0.424561403508772
"AIQ6550",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","2",1,"young","Bulk",11:23:00,"Hyd Trait",NA,5,0.00422,0.448,0.336,0.374,3.35,NA,NA,"yes",0.00175,NA,"TH","Pioneer_TH_2",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.54,11:23:00,14,5,5,5,0.108,61.7142857142857,0.414691943127962
"AIP9050",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","2",2,"young","Bulk",11:23:00,"Hyd Trait",NA,5,0.00465,0.468,0.433,0.339,3.35,NA,NA,"yes",0.00189,NA,"TH","Pioneer_TH_2",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.61,11:23:00,14,5,5,5,0.122,64.5502645502645,0.406451612903226
"AIO5773",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","2",3,"young","Bulk",11:23:00,"Hyd Trait",NA,5,0.00426,0.502,0.403,0.464,3.35,NA,NA,"yes",0.00174,NA,"TH","Pioneer_TH_2",60.701704,5.094445,NA,5,NA,11:23:00,14,5,5,5,NA,NA,0.408450704225352
"AIN5702",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","2",4,"young","Bulk",11:23:00,"Hyd Trait",NA,5,0.00357,0.443,0.343,0.471,3.35,NA,NA,"yes",0.00149,NA,"TH","Pioneer_TH_2",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.46,11:23:00,14,5,5,5,0.092,61.744966442953,0.417366946778712
"AIM2004",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","2",5,"young","Bulk",11:23:00,"Hyd Trait",NA,5,0.00404,0.35,0.371,0.348,3.35,NA,NA,"yes",0.00162,NA,"TH","Pioneer_TH_2",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.56,11:23:00,14,5,5,5,0.112,69.1358024691358,0.400990099009901
"AJZ9114",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","3",1,"young","Bulk",11:29:00,"Hyd Trait",NA,5,0.00404,0.297,0.272,0.288,3.06,NA,NA,"yes",0.00153,NA,"TH","Pioneer_TH_3",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.54,11:29:00,8,5,5,5,0.108,70.5882352941177,0.378712871287129
"AJY7747",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","3",2,"young","Bulk",11:29:00,"Hyd Trait",NA,5,0.00424,0.495,0.362,0.476,3.06,NA,NA,"yes",0.00164,NA,"TH","Pioneer_TH_3",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.49,11:29:00,8,5,5,5,0.098,59.7560975609756,0.386792452830189
"AJX2544",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","3",3,"young","Bulk",11:29:00,"Hyd Trait",NA,5,0.0049,0.563,0.424,0.523,3.06,NA,NA,"yes",0.00191,NA,"TH","Pioneer_TH_3",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.51,11:29:00,8,5,5,5,0.102,53.4031413612565,0.389795918367347
"AJW0721",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","3",4,"young","Bulk",11:29:00,"Hyd Trait",NA,5,0.00526,0.554,0.517,0.37,3.06,NA,NA,"yes",0.00218,NA,"TH","Pioneer_TH_3",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.61,11:29:00,8,5,5,5,0.122,55.9633027522936,0.414448669201521
"AJV0950",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","3",5,"young","Bulk",11:29:00,"Hyd Trait",NA,5,0.00412,0.428,0.534,0.488,3.06,NA,NA,"yes",0.00155,NA,"TH","Pioneer_TH_3",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.49,11:29:00,8,5,5,5,0.098,63.2258064516129,0.37621359223301
"AJK5790",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","4",1,"young","Bulk",11:45:00,"Hyd Trait",NA,5,0.00327,0.299,0.37,0.368,NA,NA,NA,"yes",0.00138,NA,"TH","Pioneer_TH_4",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.5,11:45:00,16,5,5,5,0.1,72.463768115942,0.422018348623853
"AJL4764",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","4",2,"young","Bulk",11:45:00,"Hyd Trait",NA,5,0.00377,0.402,0.376,0.413,NA,NA,NA,"yes",0.00155,NA,"TH","Pioneer_TH_4",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.53,11:45:00,16,5,5,5,0.106,68.3870967741936,0.411140583554377
"AJM1428",2025-12-17,"Lygra","Calluna vulgaris","Traits","Field - Traits and Physiology","Pioneer","2023","TH","4",3,"young","Bulk",11:45:00,"Hyd Trait",NA,5,0.00434,0.358,0.418,0.351,NA,NA,NA,"yes",0.00148,NA,"TH","Pioneer_TH_4",60.701704,5.094445,"DURIN_Calluna_leaf_area_Hydraulics_R1_ScaledDifferently.csv",5,0.59,11:45:00,16,5,5,5,0.118,79.7297297297297,0.341013824884793
